"pli-tv-bi-pm:9.0","Expulsion 1. Sexual Intercourse "
"pli-tv-bi-pm:268.1","pli-tv-bu-vb-sk21:1.3.1"
"pli-tv-bi-pm:269.0","Training 22. "
"pli-tv-bi-pm:269.1","pli-tv-bu-vb-sk22:1.3.1"
"pli-tv-bi-pm:270.0","Training 23: Covering the Head "
"pli-tv-bi-pm:270.1","pli-tv-bu-vb-sk23:1.3.1"
"pli-tv-bi-pm:271.0","Training 24. "
"pli-tv-bi-pm:271.1","pli-tv-bu-vb-sk24:1.3.1"
"pli-tv-bi-pm:272.0","Training 25: Squatting "
"pli-tv-bi-pm:272.1","pli-tv-bu-vb-sk25:1.3.1"
"pli-tv-bi-pm:273.0","Training 26: Clasping Knees "
"pli-tv-bi-pm:273.1","pli-tv-bu-vb-sk26:1.3.1"
"pli-tv-bi-pm:274.0","Training 27: Receiving Respectfully "
"pli-tv-bi-pm:274.1","pli-tv-bu-vb-sk27:1.3.1"
"pli-tv-bi-pm:275.0","Training 28: Receiving with Attention on the Bowl "
"pli-tv-bi-pm:275.1","pli-tv-bu-vb-sk28:1.3.1"
"pli-tv-bi-pm:276.0","Training 29: Receiving in Proportion "
"pli-tv-bi-pm:276.1","pli-tv-bu-vb-sk29:1.3.1"
"pli-tv-bi-pm:277.0","Training 30: Receiving Even Level "
"pli-tv-bi-pm:277.1","pli-tv-bu-vb-sk30:1.3.1"
"pli-tv-bi-pm:277.2","pli-tv-bu-vb-sk30:1.11"
"pli-tv-bi-pm:278.0.2","Training 31: Eating Respectfully "
"pli-tv-bi-pm:278.1","pli-tv-bu-vb-sk31:1.3.1"
"pli-tv-bi-pm:279.0","Training 32: Eating with Attention on the Bowl "
"pli-tv-bi-pm:279.1","pli-tv-bu-vb-sk32:1.3.1"
"pli-tv-bi-pm:280.0","Training 33: Eating in Order "
"pli-tv-bi-pm:280.1","pli-tv-bu-vb-sk33:1.3.1"
"pli-tv-bi-pm:281.0","Training 34: Even Measure of Curry "
"pli-tv-bi-pm:281.1","pli-tv-bu-vb-sk34:1.3.1"
"pli-tv-bi-pm:282.0","Training 35: Making Food into a Monument "
"pli-tv-bi-pm:282.1","pli-tv-bu-vb-sk35:1.3.1"
"pli-tv-bi-pm:283.0","Training 36: Covering with Rice "
"pli-tv-bi-pm:283.1","pli-tv-bu-vb-sk36:1.3.1"
"pli-tv-bi-pm:284.0","Training 37: Asking for Rice and Curry "
"pli-tv-bi-pm:284.1","pli-tv-bu-vb-sk37:2.10.1"
"pli-tv-bi-pm:285.0","Training 38: Finding Fault "
"pli-tv-bi-pm:285.1","pli-tv-bu-vb-sk38:1.3.1"
"pli-tv-bi-pm:286.0","Training 39: Overlarge Mouthful "
"pli-tv-bi-pm:286.1","pli-tv-bu-vb-sk39:1.3.1"
"pli-tv-bi-pm:287.0","Round Mouthful "
"pli-tv-bi-pm:287.1","pli-tv-bu-vb-sk40:1.3.1"
"pli-tv-bi-pm:287.2","pli-tv-bu-vb-sk40:1.18"
"pli-tv-bi-pm:288.0.2","Training 41: Without Bringing "
"pli-tv-bi-pm:288.1","pli-tv-bu-vb-sk41:1.3.1"
"pli-tv-bi-pm:289.0","Training 42: Whole Hand "
"pli-tv-bi-pm:289.1","pli-tv-bu-vb-sk42:1.3.1"
"pli-tv-bi-pm:290.0","Training 43: Mouth Full "
"pli-tv-bi-pm:290.1","pli-tv-bu-vb-sk43:1.3.1"
"pli-tv-bi-pm:291.0","Training 44: Lifted Lump "
"pli-tv-bi-pm:291.1","pli-tv-bu-vb-sk44:1.3.1"
"pli-tv-bi-pm:292.0","Training 45: Breaking Lumps "
"pli-tv-bi-pm:292.1","pli-tv-bu-vb-sk45:1.3.1"
"pli-tv-bi-pm:293.0","Training 46: Stuffing Cheeks "
"pli-tv-bi-pm:293.1","pli-tv-bu-vb-sk46:1.3.1"
"pli-tv-bi-pm:294.0","Training 47: Shaking the Hand "
"pli-tv-bi-pm:294.1","pli-tv-bu-vb-sk47:1.3.1"
"pli-tv-bi-pm:295.0","Training 48: Scattering Rice "
"pli-tv-bi-pm:295.1","pli-tv-bu-vb-sk48:1.3.1"
"pli-tv-bi-pm:296.0","Training 49: Poking the Tongue "
"pli-tv-bi-pm:296.1","pli-tv-bu-vb-sk49:1.3.1"
"pli-tv-bi-pm:297.0","Training 50: Chomping "
"pli-tv-bi-pm:297.1","pli-tv-bu-vb-sk50:1.3.1"
"pli-tv-bi-pm:297.2","pli-tv-bu-vb-sk50:1.10"
"pli-tv-bi-pm:298.0.2","Training 51: Slurping "
"pli-tv-bi-pm:298.1","pli-tv-bu-vb-sk51:1.19.1"
"pli-tv-bi-pm:299.0","Training 52: Licking the Hands "
"pli-tv-bi-pm:299.1","pli-tv-bu-vb-sk52:1.3.1"
"pli-tv-bi-pm:300.0","Training 53: Licking the Bowl "
"pli-tv-bi-pm:300.1","pli-tv-bu-vb-sk53:1.3.1"
"pli-tv-bi-pm:301.0","Training 54: Licking the Lips "
"pli-tv-bi-pm:301.1","pli-tv-bu-vb-sk54:1.3.1"
"pli-tv-bi-pm:302.0","Training 55: Soiling "
"pli-tv-bi-pm:302.1","pli-tv-bu-vb-sk55:1.14.1"
"pli-tv-bi-pm:303.0","Training 56: Washing Water with Rice "
"pli-tv-bi-pm:303.1","pli-tv-bu-vb-sk56:1.14.1"
"pli-tv-bi-pm:304.0","Training 57: Holding a Sunshade "
"pli-tv-bi-pm:304.1","pli-tv-bu-vb-sk57:2.9.1"
"pli-tv-bi-pm:305.0","Training 58: Holding a staff "
"pli-tv-bi-pm:305.1","pli-tv-bu-vb-sk58:1.3.1"
"pli-tv-bi-pm:306.0","Training 59: Holding a Knife "
"pli-tv-bi-pm:306.1","pli-tv-bu-vb-sk59:1.3.1"
"pli-tv-bi-pm:307.0","Training 60: Holding a Weapon "
"pli-tv-bi-pm:307.1","pli-tv-bu-vb-sk60:1.3.1"
"pli-tv-bi-pm:307.2","pli-tv-bu-vb-sk60:1.12"
"pli-tv-bi-pm:308.0.2","Training 61: Shoes "
"pli-tv-bi-pm:308.1","pli-tv-bu-vb-sk61:1.3.1"
"pli-tv-bi-pm:309.0","Training 62: Sandals "
"pli-tv-bi-pm:309.1","pli-tv-bu-vb-sk62:1.3.1"
"pli-tv-bi-pm:310.0","Training 63: Vehicle "
"pli-tv-bi-pm:310.1","pli-tv-bu-vb-sk63:1.3.1"
"pli-tv-bi-pm:311.0","Training 64: Lying Down "
"pli-tv-bi-pm:311.1","pli-tv-bu-vb-sk64:1.3.1"
"pli-tv-bi-pm:312.0","Training 65: Clasping Knees "
"pli-tv-bi-pm:312.1","pli-tv-bu-vb-sk65:1.3.1"
"pli-tv-bi-pm:313.0","Training 66: Headdresses "
"pli-tv-bi-pm:313.1","pli-tv-bu-vb-sk66:1.3.1"
"pli-tv-bi-pm:314.0","Training 67: Covering the Head "
"pli-tv-bi-pm:314.1","pli-tv-bu-vb-sk67:1.3.1"
"pli-tv-bi-pm:315.0","Training 68: On the Ground "
"pli-tv-bi-pm:315.1","pli-tv-bu-vb-sk68:1.3.1"
"pli-tv-bi-pm:316.0","Training 69: Low Seats "
"pli-tv-bi-pm:316.1","pli-tv-bu-vb-sk69:1.46.1"
"pli-tv-bi-pm:317.0","Training 70: Standing "
"pli-tv-bi-pm:317.1","pli-tv-bu-vb-sk70:1.3.1"
"pli-tv-bi-pm:318.0","Training 71: Walking Behind "
"pli-tv-bi-pm:318.1","pli-tv-bu-vb-sk71:1.3.1"
"pli-tv-bi-pm:319.0","Training 72: Off the Path "
"pli-tv-bi-pm:319.1","pli-tv-bu-vb-sk72:1.3.1"
"pli-tv-bi-pm:320.0","Training 73: While Standing "
"pli-tv-bi-pm:320.1","pli-tv-bu-vb-sk73:1.3.1"
"pli-tv-bi-pm:321.0","Training 74: On Plants "
"pli-tv-bi-pm:321.1","pli-tv-bu-vb-sk74:1.3.1"
"pli-tv-bi-pm:322.0","Training 75: In Water "
"pli-tv-bi-pm:322.1","pli-tv-bu-vb-sk75:2.6.1"
"pli-tv-bi-pm:322.2","pli-tv-bu-vb-sk75:2.21"
"pli-tv-bi-pm:323.1","pli-tv-bu-vb-sk75:2.22"
"pli-tv-bi-pm:323.2","pli-tv-bu-vb-sk75:2.23,pli-tv-bu-vb-sk75:2.24"
"pli-tv-bi-pm:323.3","pli-tv-bu-vb-sk75:2.25,pli-tv-bu-vb-sk75:2.26"
"pli-tv-bi-pm:323.4","pli-tv-bu-vb-sk75:2.27,pli-tv-bu-vb-sk75:2.28"
"pli-tv-bi-pm:323.5","pli-tv-bu-vb-sk75:2.29"
"pli-tv-bi-pm:323.6","pli-tv-bu-vb-sk75:2.31"
"pli-tv-bi-pm:324.0","pli-tv-bi-vb-as1:0.3"
"pli-tv-bi-pm:324.1","pli-tv-bi-vb-as1:1.1"
"pli-tv-bi-pm:325.0","Settling Legal Issues 1 "
"pli-tv-bi-pm:325.1","pli-tv-bi-vb-as1:2.2"
"pli-tv-bi-pm:326.0","Settling Legal Issues 2 "
"pli-tv-bi-pm:326.1","pli-tv-bi-vb-as2:1.1"
"pli-tv-bi-pm:327.0","Settling Legal Issues 3 "
"pli-tv-bi-pm:327.1","pli-tv-bi-vb-as3:1.1"
"pli-tv-bi-pm:328.0","Settling Legal Issues 4 "
"pli-tv-bi-pm:328.1","pli-tv-bi-vb-as4:1.1"
"pli-tv-bi-pm:329.0","Settling Legal Issues 5 "
"pli-tv-bi-pm:329.1","pli-tv-bi-vb-as5:1.1"
"pli-tv-bi-pm:330.0","Settling Legal Issues 6 "
"pli-tv-bi-pm:330.1","pli-tv-bi-vb-as6:1.1"
"pli-tv-bi-pm:331.0","Settling Legal Issues 7 "
"pli-tv-bi-pm:331.1","pli-tv-bi-vb-as7:1.1"
"pli-tv-bi-pm:332.1","pli-tv-bi-vb-as7:2.1"
"pli-tv-bi-pm:332.2","pli-tv-bi-vb-as7:2.2,pli-tv-bi-vb-as7:2.3"
"pli-tv-bi-pm:332.3","pli-tv-bi-vb-as7:2.4,pli-tv-bi-vb-as7:2.5"
"pli-tv-bi-pm:332.4","pli-tv-bi-vb-as7:2.6,pli-tv-bi-vb-as7:2.7"
"pli-tv-bi-pm:332.5","pli-tv-bi-vb-as7:2.8"
"pli-tv-bi-pm:332.6","pli-tv-bi-vb-as7:3.1"
"pli-tv-bi-pm:333.1","pli-tv-bi-vb-as7:4.1"
"pli-tv-bi-pm:333.2","pli-tv-bi-vb-as7:4.2"
"pli-tv-bi-pm:333.3","pli-tv-bi-vb-as7:4.3"
"pli-tv-bi-pm:333.4","pli-tv-bi-vb-as7:4.4"
"pli-tv-bi-pm:333.5","pli-tv-bi-vb-as7:4.5"
"pli-tv-bi-pm:333.6","pli-tv-bi-vb-as7:4.6"
"pli-tv-bi-pm:333.7","pli-tv-bi-vb-as7:4.7"
"pli-tv-bi-pm:333.8","pli-tv-bi-vb-as7:4.8"
"pli-tv-bi-pm:333.9","pli-tv-bi-vb-as7:4.9"
"pli-tv-bi-pm:333.10","pli-tv-bi-vb-as7:4.10"
"pli-tv-bi-pm:333.11","pli-tv-bu-pm:255.12"
"pli-tv-bi-pm:333.12","pli-tv-bu-pm:255.13"
"pli-tv-bi-pm:333.13","pli-tv-bu-pm:255.14"
